route,chapter,file,id,type,speaker,speaker_ja,japanese,english,proposed_fix,notes
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0021,dialogue,Ushio Kofune,小舟潮,おはよう、慎平。,"Good morning, Shinpei.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0022,dialogue,Mio Kofune,小舟澪,"あれ？
お姉ちゃん、一晩寝たら機嫌直ったん？","Huh? Big sister, did you get in a better mood after sleeping on it?",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0023,dialogue,Ushio Kofune,小舟潮,…………！,…!,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0024,dialogue,Ushio Kofune,小舟潮,"そ、そんなわけないやろ！
朝一で慎平の顔見るやなんて、
一日の始まりが台無しや。",O-Of course not! Seeing Shinpei's face first thing in the morning ruins the start of my day.,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0025,dialogue,Mio Kofune,小舟澪,"けど今日一日、慎ちゃんも一緒やで？
店手伝うてくれる言うてるし。","But Shin-chan is going to be with us all day today, you know? He said he'd help out at the shop.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0026,dialogue,Ushio Kofune,小舟潮,"ふ～ん、慎平がおったら私やていらんやろ？
今日は店手伝うんやめとくわ。","Hmph, if Shinpei's there, you don't need me, right? I'll pass on helping at the shop today.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0027,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"潮……。
まだ怒ってるんか？","Ushio…
Are you still angry?",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0028,dialogue,Ushio Kofune,小舟潮,"フン！！
当たり前やッ！！","Hmph!!
Of course I am!!",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0029,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"マジでようわからんねやけど、
なにをそんなに――","I seriously don't get it, but what are you so――",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0030,dialogue,Ushio Kofune,小舟潮,"わからんてなんや！
もっと、ちゃんと考えてみたら、
わかるはずや！","What do you mean you don't get it! If you actually think about it, you should be able to figure it out!",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0031,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,考えてみたらって――,"Think about it, you say――",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0032,dialogue,Ushio Kofune,小舟潮,ほんまは一発なぐっちゃろ思てたんや。,I was actually planning to punch you once.,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0033,dialogue,Ushio Kofune,小舟潮,"しかも、急に抱きしめよるとか信じられやん！
もう二、三発追加したい気分やわ！","Plus, I can't believe you suddenly hugged me! I feel like adding two or three more punches!",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0034,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,（もしかして、あのことか！？）,"(Wait, could it be about that!?)",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0035,dialogue,Ushio Kofune,小舟潮,"なんやの？
急に考え込んで……。",What is it? Suddenly lost in thought...,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0036,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,潮、ごめん。,"Ushio, I'm sorry.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0037,dialogue,Ushio Kofune,小舟潮,えっ？,Huh?,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0038,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,その、悪かったよ。,"Um, my bad.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0039,dialogue,Ushio Kofune,小舟潮,な、なにが……？,W-What…?,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0040,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"えっと……なんて言うか、
おまえの気持ちとか……うまくわかってやれんくて。",Um... how do I say this... I couldn't really understand... how you felt.,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0041,dialogue,Ushio Kofune,小舟潮,"そ、そうなん？
そっかァ、少しは分かったんかァ。","I-Is that so? I see, so you understand a little bit now.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0042,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"オレなんかと抱き合うんは嫌やんな。
ごめんな、潮。","You don't want to hug a guy like me, right. Sorry, Ushio.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0043,dialogue,Ushio Kofune,小舟潮,…………。,…,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0044,dialogue,Ushio Kofune,小舟潮,そういうことちゃうから！！,That's not what this is about!!,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0045,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,えッ！！？？,Eh!!??,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0046,dialogue,Ushio Kofune,小舟潮,"あ～～あ、話にならんわ！
結局、全然わかってへんかったし！","Ah~~, there's no talking to you! In the end, you didn't understand at all!",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0047,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"待て待て！
せやったら、なんで怒ってるんや！？","Wait, wait!
Then why are you angry!?",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0048,dialogue,Ushio Kofune,小舟潮,"だからァ！
そんなん自分で考えろや！",I'm telling you! Figure that out for yourself!,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0049,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,考えた結果が間違ってたんやろが！,But the conclusion I came to was wrong!,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0050,dialogue,Ushio Kofune,小舟潮,"知らん知らん！
慎平なんてもう知らん！","I don't care! I don't care! I don't care about you anymore, Shinpei!",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0051,dialogue,Mio Kofune,小舟澪,"あっ！
お姉ちゃん、どこ行くん！？","Ah! Big sister, where are you going!?",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0052,dialogue,Ushio Kofune,小舟潮,"自分の部屋で寝直すねん！
ジャマしやんでや！",I'm going back to sleep in my room! Don't bother me!,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0053,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,お、おい……。,H-Hey...,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0054,dialogue,Alan Kofune,小舟アラン,おぉ、朝から賑やかやなァ。,"Oh, it's lively this early in the morning.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0055,dialogue,Ushio Kofune,小舟潮,"おはようお父さん！
ほな、おやすみ！","Good morning, Dad! Alright, good night!",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0056,dialogue,Alan Kofune,小舟アラン,"おやすみって、朝やで？
これから寝るんか？","Good night? It's morning, you know? You're going to sleep now?",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0057,dialogue,Ushio Kofune,小舟潮,寝直すんや！,I'm going back to sleep!,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0058,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,…………。,…,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0059,dialogue,Alan Kofune,小舟アラン,どないしたんや、アレ？,What's wrong with her?,,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0060,dialogue,Alan Kofune,小舟アラン,"昨夜も機嫌ようなかったけど、
またケンカしたんかいな？","She wasn't in a good mood last night either, did you guys fight again?",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0061,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"ああ、たぶん……。
正直ようわからんねやけどな。","Ah, probably... Honestly, I don't really get it, though.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0062,dialogue,Alan Kofune,小舟アラン,はははっ、今回は長引きそやなァ。,"Hahaha, looks like this one is going to drag on.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0063,dialogue,Mio Kofune,小舟澪,"ごめんな慎ちゃん。
私がからかいすぎたんかも。","Sorry, Shin-chan. Maybe I teased her too much.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0064,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"気にすんなって。
大丈夫、何とかなるやろ。","Don't worry about it. It's fine, I'll figure something out.",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0065,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,（とは言ったものの……）,(Even though I said that...),,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0066,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（今回ばかりは潮がなにを考えてるのか、
　うまく理解してやれない）","(This time, I really can't seem to figure out what Ushio is thinking.)",,
N_USI,4. A Complicated Relationship,ST_N_USI_004,XMESS_0067,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（あいつ……
　どうしてあんなに怒ってるんだ？）",(That idiot... Why is she so angry?),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XCHAPTITLE_0002,chapter title,,,5.怒りの理由,5. The Reason for Anger,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0000,dialogue,Mio Kofune,小舟澪,お父さん、Ａランチ二人前追加！,"Dad, two more A-lunches!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0001,dialogue,Alan Kofune,小舟アラン,はいよォ！,Coming right up!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0002,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,澪、オレこの皿持ってくな。,"Mio, I'll take this plate.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0003,dialogue,Mio Kofune,小舟澪,うん、お願い！,"Yeah, please!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0004,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,いらっしゃいませ。,Welcome.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0005,dialogue,Tetsu Totsumura,凸村哲,おう、慎平くん！,"Hey, Shinpei!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0006,dialogue,Tetsu Totsumura,凸村哲,"今日はコフネの手伝いか。
地元に帰省してるっちゅうのに労働とは
感心やなァ。","Helping out at Kofune today, huh? Working even though you're visiting your hometown, how admirable.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0007,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"こんだけ繁盛してたら手伝いも必要ですよ。
そっちのカウンター席、どうぞ。","With it being this busy, they need the help. Please, take a seat at the counter over there.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0008,dialogue,Tetsu Totsumura,凸村哲,ああ、ありがとさん。,Thanks a lot.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0009,dialogue,Tetsu Totsumura,凸村哲,"しかしなァ、店はこないな大繁盛で
慎平くんまで働いてんのに、
潮ちゃんはサボっとんのかいな？","But still, the shop is this busy and even you're working, Shinpei-kun, so is Ushio-chan slacking off?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0010,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,ええ、まあ。,"Yeah, well.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0011,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（潮のヤツ、あれから顔見てないけど、
　まだ寝てんのか……？）","(I haven't seen Ushio since then, but is she really still sleeping...?)",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0012,dialogue,Tetsu Totsumura,凸村哲,"さては、慎平くん……、
潮ちゃんとなんかあったやろ？","Let me guess, Shinpei-kun... did something happen between you and Ushio-chan?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0013,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"えっ！？
な、なんでそんなこと……。",Eh!? W-Why would you say that...,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0014,dialogue,Tetsu Totsumura,凸村哲,"実はさっき、
外で潮ちゃんに会うたんよ。","Actually, I ran into Ushio-chan outside just a little while ago.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0015,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,えっ、外で？,"Eh, outside?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0016,dialogue,Tetsu Totsumura,凸村哲,"挨拶がてらちょっと声かけただけやのに、
めっちゃ睨まれてんで！","I just called out to her to say hi, but she glared at me so hard!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0017,dialogue,Tetsu Totsumura,凸村哲,"めちゃくそ機嫌悪かったんやろな。
その原因、慎平くんなんとちゃうか？","She must have been in a terrible mood. And the cause of that is you, isn't it, Shinpei-kun?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0018,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,まあ、その……。,"Well, you know…",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0019,dialogue,Tetsu Totsumura,凸村哲,"ん～？
なんや心当たりありそうな顔やなァ。",Hm~? You've got a look on your face that says you have an idea.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0020,dialogue,Tetsu Totsumura,凸村哲,"あないなったら、
早よ謝ってもた方がええで～？","When she gets like that, you're better off apologizing quickly, you know~?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0021,dialogue,Tetsu Totsumura,凸村哲,"女の子を怒らせたら
後が怖いからなァ。","It's scary when you make a girl mad, after all.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0022,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"そうですね。
帰ってきたらすぐ謝って……。",You're right. I'll apologize as soon as she gets back...,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0023,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,…………。,…,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0024,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（なんだ？
　妙な胸騒ぎが……）",(What is this? A strange sense of unease...),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0025,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,（帰ってきたら……）,(When she gets back...),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0026,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,（でも……もし帰ってこなかったら？）,(But... what if she doesn't come back?),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0027,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（いやいや……
　なにを考えてるんや、オレは）","(No, no... What am I thinking?)",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0028,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（潮が帰ってこないなんて、
　そんなこと……）",(Ushio not coming back... There's no way...),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0029,dialogue,Tetsu Totsumura,凸村哲,慎平くん？,Shinpei-kun?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0030,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,あ、あの、潮は……どこにおったんですか？,"U-Um, where... did you see Ushio?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0031,dialogue,Tetsu Totsumura,凸村哲,"ん？
会うたんは学校の辺りやったなァ。
ビーチの方へ歩いていったで。",Hm? I saw her around the school. She was walking towards the beach.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0032,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（ビーチ……
　学校裏の……プライベートビーチ……）","(Beach…
The private beach behind the school…)",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0033,dialogue,Tetsu Totsumura,凸村哲,"どないしたん慎平くん。
めっちゃ怖いカオしちゃあるで？","What's wrong, Shinpei-kun? You've got a really scary look on your face.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0034,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,…………。,…,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0035,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（根拠もなにもない。
　でも、オレの中のなにかが、そこはダメだと……）",(I don't have any proof or anything. But something inside me is telling me that place is no good...),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0036,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"（くそッ！
　なんなんだよ、この胸騒ぎは！？）",(Damn it! What is this feeling of unease!?),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0037,dialogue,Tetsu Totsumura,凸村哲,おーい、慎平くん？,"He~y, Shinpei-kun?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0038,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"澪、アラン、ごめん！
やっぱオレ行かな！","Mio, Alain, sorry! I have to go after all!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0039,dialogue,Mio Kofune,小舟澪,"えっ？
慎ちゃん？
やっぱって何？",Eh? Shin-chan? What do you mean 'after all'?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0040,dialogue,Alan Kofune,小舟アラン,慎平、急にどないしたんや？,"Shinpei, what's wrong all of a sudden?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0041,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"ホントごめん！
すぐ帰ってくるから！","I'm really sorry!
I'll be back soon!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0042,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,ハァッ、ハァッ、ハァ……！,"*Pant*, *pant*, *pant*...!",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0043,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,（……いた！）,(...There she is!),,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0044,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,潮ォッ！！,Ushio!!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0045,dialogue,Ushio Kofune,小舟潮,うひゃあっ！？,Uhyah!?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0046,dialogue,Ushio Kofune,小舟潮,"なんや、慎平か。
驚かさんでや。","What, it's just Shinpei. Don't scare me like that.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0047,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"おまえが、
ここへ向かってるかもしれやんて
聞いたから……。","I heard that you... might be heading here, so...",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0048,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,なんか、えらい胸騒ぎがして……な。,I just had this terrible feeling of unease... you know.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0049,dialogue,Ushio Kofune,小舟潮,"……胸騒ぎ？
ただそれだけで、ここまで来たん？",...A feeling of unease? You came all the way here just for that?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0050,dialogue,Ushio Kofune,小舟潮,"なんなん、それ。
まさか、私が海で溺れてまうとか、
そないなこと考えたん？",What's with that. Don't tell me you thought I was going to drown in the sea or something?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0051,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,あ、ああ……そうなんかな？,A-Ah... I guess so?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0052,dialogue,Ushio Kofune,小舟潮,"余計な心配しやんでくれる？
私の泳ぎナメたらアカンで。",Could you not worry about unnecessary things? Don't underestimate my swimming skills.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0053,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"いや、知ってるて！
潮がどれだけ泳げるかって、
オレが知らんわけないやろ。","No, I know that! There's no way I wouldn't know how well you can swim.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0054,dialogue,Ushio Kofune,小舟潮,せやったら、そんなアホな心配――,Then why would you worry about something so stupid――,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0055,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,それでもッ！,Even so!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0056,dialogue,Ushio Kofune,小舟潮,！！,!!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0057,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"それでもや……。
どうしてもおまえの顔見やんと不安になって……。","Even so... I just got so anxious, I had to see your face...",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0058,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,店飛び出してきてしもた。,I ended up running out of the shop.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0059,dialogue,Ushio Kofune,小舟潮,慎平…………。,Shinpei…,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0060,dialogue,Ushio Kofune,小舟潮,…………。,…,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0061,dialogue,Ushio Kofune,小舟潮,また同じなんやな。,"It's the same again, huh.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0062,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,同じって……。,"What do you mean, the same...",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0063,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,おまえも、感じたんか？,Did you feel it too?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0064,dialogue,Ushio Kofune,小舟潮,うん……。,Yeah…,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0065,dialogue,Ushio Kofune,小舟潮,"私な、寝直した後、
散歩に出たんよ。","You know, after I went back to sleep, I went out for a walk.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0066,dialogue,Ushio Kofune,小舟潮,"何となく学校まで来て、
プライベートビーチに行ってみよかと
思たら……。","I somehow ended up near the school, and when I thought about going to the private beach...",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0067,dialogue,Ushio Kofune,小舟潮,"「ビーチは危険や」
「ビーチに近づくな」って、
そんな感覚を体中で感じたんよ。",The beach is dangerous.' 'Don't go near the beach.' I felt that kind of sensation throughout my entire body.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0068,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"おまえなァ……！
それやったら近付くなよ！",You idiot...! Then don't go near it!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0069,dialogue,Ushio Kofune,小舟潮,"けど、ただ怖がるだけやて、なんかムカつくやん？
せやから、なにが怖いんか確かめちゃろ思て。","But just being scared of it pisses me off, you know? So I thought I'd find out what was so scary about it.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0070,dialogue,Ushio Kofune,小舟潮,"昨日、万年青浜へ行った時は、
そんな感覚なかったんやけどなァ。","When we went to Omoto Beach yesterday, I didn't feel anything like that at all, though.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0071,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"アホか……。
無駄な心配させんなよ。",You idiot... Don't make me worry for nothing.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0072,dialogue,Ushio Kofune,小舟潮,"ア、アホてなんなん！
私はそんな心配されるほど弱ないつもりやけど！？",W-What do you mean idiot! I don't think I'm weak enough to need that much worrying over!?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0073,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,いや、それは……。,"Well, that's...",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0074,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"ははっ……まあそうだよな。
潮は強いよな。","Haha... well, I guess you're right. You are strong, Ushio.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0075,dialogue,Ushio Kofune,小舟潮,なっ、なんで笑うん！？,Why are you laughing!?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0076,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"でも……おまえが無事で、
ホンマに良かった。",But... I'm really glad you're safe.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0077,dialogue,Ushio Kofune,小舟潮,……慎平。,…Shinpei.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0078,dialogue,Ushio Kofune,小舟潮,…………。,…,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0079,dialogue,Ushio Kofune,小舟潮,あ～～～あ！！,Ah~~~!!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0080,dialogue,Ushio Kofune,小舟潮,"も～ッ！
ホンマなんなん！？
昨日から変なコトだらけや！",Jeez! What is going on!? It's been nothing but weird things since yesterday!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0081,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,そうやなァ……。,"Yeah, you're right...",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0082,dialogue,Ushio Kofune,小舟潮,"全部慎平が帰ってきてからやで。
慎平、何かしよったん？","It's all been since you came back, Shinpei. Did you do something, Shinpei?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0083,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,してへんわ！,I didn't do anything!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0084,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"けど……この感覚は
あんまし気持ちのええもんやないな。",But... this feeling isn't a very pleasant one.,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0085,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"なあ、もしかしてオレ……
帰ってこやん方が良かったか？","Hey, do you think maybe... It would have been better if I hadn't come back?",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0086,dialogue,Ushio Kofune,小舟潮,そんなことあらへん！,Of course not!,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0087,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,……え？,...Eh?,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0088,dialogue,Ushio Kofune,小舟潮,"やっぱり慎平が島におってくれると
しっくりくるっちゅうか、
嬉しいっちゅうか……助かるねん。","Having you back on the island, it just feels right, or rather, I'm happy... it helps me out.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0089,dialogue,Ushio Kofune,小舟潮,"心の中にたまってしもた
不安とかモヤモヤとか……。",All the anxiety and cloudy feelings that have built up in my heart...,,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0090,dialogue,Ushio Kofune,小舟潮,"そんな気持ちをケンカっぽく慎平にぶつけたら、
スッキリして安心できるんよ。","When I take those feelings out on you like we're fighting, I feel refreshed and relieved.",,
N_USI,5. The Reason for Anger,ST_N_USI_005,XMESS_0091,dialogue,Shinpei Ajiro (Recording),網代慎平（収録）,"えっ……！？
待て、どういうイミや？","Eh...!? Wait, what do you mean?",,
